filename,width,height,class,xmin,ymin,xmax,ymax
10.jpg,1000,750,empty,781,107,858,173
10.jpg,1000,750,empty,851,105,928,171
10.jpg,1000,750,occupied,597,178,680,263
11.jpg,1000,750,occupied,596,178,678,259
11.jpg,1000,750,occupied,685,174,776,252
11.jpg,1000,750,occupied,780,175,871,253
11.jpg,1000,750,occupied,520,178,593,256
11.jpg,1000,750,occupied,433,178,506,256
11.jpg,1000,750,occupied,337,183,421,266
11.jpg,1000,750,occupied,246,183,330,266
11.jpg,1000,750,occupied,153,168,250,264
11.jpg,1000,750,occupied,82,168,179,263
11.jpg,1000,750,occupied,2,173,97,266
11.jpg,1000,750,occupied,108,384,251,552
11.jpg,1000,750,occupied,1,371,120,547
11.jpg,1000,750,occupied,243,375,370,557
11.jpg,1000,750,occupied,385,368,512,550
11.jpg,1000,750,occupied,642,364,781,549
11.jpg,1000,750,occupied,782,355,930,545
11.jpg,1000,750,occupied,435,103,517,182
11.jpg,1000,750,occupied,374,104,443,176
11.jpg,1000,750,occupied,206,91,299,174
11.jpg,1000,750,occupied,62,98,155,181
11.jpg,1000,750,occupied,115,35,175,92
11.jpg,1000,750,occupied,173,31,233,88
11.jpg,1000,750,occupied,610,36,670,93
11.jpg,1000,750,occupied,875,36,948,97
11.jpg,1000,750,empty,508,382,646,544
11.jpg,1000,750,empty,866,192,928,259
11.jpg,1000,750,empty,918,182,995,257
11.jpg,1000,750,empty,667,51,723,96
11.jpg,1000,750,empty,720,50,776,95
11.jpg,1000,750,empty,776,49,832,94
11.jpg,1000,750,empty,498,52,554,97
11.jpg,1000,750,empty,442,51,498,96
11.jpg,1000,750,empty,386,50,442,95
11.jpg,1000,750,empty,327,48,383,93
11.jpg,1000,750,empty,279,46,335,91
11.jpg,1000,750,empty,233,44,289,89
11.jpg,1000,750,empty,16,44,72,89
11.jpg,1000,750,empty,517,111,576,176
11.jpg,1000,750,empty,145,101,218,171
11.jpg,1000,750,empty,287,101,378,174
11.jpg,1000,750,empty,15,108,78,172
11.jpg,1000,750,empty,576,113,640,178
11.jpg,1000,750,empty,644,112,719,178
11.jpg,1000,750,empty,716,114,785,176
11.jpg,1000,750,empty,783,108,856,173
11.jpg,1000,750,empty,847,116,914,173
11.jpg,1000,750,empty,912,111,983,176
11.jpg,1000,750,empty,947,38,1000,94
12.jpg,1000,750,occupied,417,332,545,532
12.jpg,1000,750,occupied,1,348,118,542
12.jpg,1000,750,occupied,873,323,1000,514
12.jpg,1000,750,occupied,792,159,903,266
12.jpg,1000,750,occupied,885,168,972,255
12.jpg,1000,750,occupied,959,166,1000,253
12.jpg,1000,750,occupied,744,31,807,85
12.jpg,1000,750,occupied,491,29,554,83
12.jpg,1000,750,occupied,210,27,273,81
12.jpg,1000,750,occupied,1,178,38,273
12.jpg,1000,750,occupied,1,92,35,163
12.jpg,1000,750,empty,105,374,264,544
12.jpg,1000,750,empty,256,366,415,536
12.jpg,1000,750,empty,719,175,806,271
12.jpg,1000,750,empty,636,174,731,272
12.jpg,1000,750,empty,544,178,639,276
12.jpg,1000,750,empty,477,178,562,274
12.jpg,1000,750,empty,388,181,478,276
12.jpg,1000,750,empty,295,184,395,277
12.jpg,1000,750,empty,205,187,305,280
12.jpg,1000,750,empty,114,191,214,284
12.jpg,1000,750,empty,27,190,127,283
12.jpg,1000,750,empty,89,96,171,176
12.jpg,1000,750,empty,160,95,242,175
12.jpg,1000,750,empty,235,94,317,174
12.jpg,1000,750,empty,307,95,389,175
12.jpg,1000,750,empty,380,94,462,174
12.jpg,1000,750,empty,449,95,531,175
12.jpg,1000,750,empty,522,103,598,176
12.jpg,1000,750,empty,589,100,671,173
12.jpg,1000,750,empty,664,104,735,169
12.jpg,1000,750,empty,730,106,802,171
12.jpg,1000,750,empty,784,107,849,168
12.jpg,1000,750,empty,842,110,907,171
12.jpg,1000,750,empty,891,110,956,171
12.jpg,1000,750,empty,590,40,651,96
12.jpg,1000,750,empty,646,44,700,90
12.jpg,1000,750,empty,695,40,749,86
12.jpg,1000,750,empty,432,42,494,88
12.jpg,1000,750,empty,379,45,440,89
12.jpg,1000,750,empty,323,39,387,90
12.jpg,1000,750,empty,266,36,330,87
12.jpg,1000,750,empty,162,33,219,83
12.jpg,1000,750,empty,96,34,156,85
12.jpg,1000,750,empty,40,38,100,89
13.jpg,1000,750,occupied,403,329,539,528
13.jpg,1000,750,occupied,874,326,1000,505
13.jpg,1000,750,occupied,744,31,812,95
13.jpg,1000,750,occupied,214,26,268,79
13.jpg,1000,750,occupied,1,95,24,155
13.jpg,1000,750,empty,1,195,47,271
13.jpg,1000,750,empty,45,196,124,271
13.jpg,1000,750,empty,126,196,205,271
13.jpg,1000,750,empty,211,192,290,267
13.jpg,1000,750,empty,301,195,390,270
13.jpg,1000,750,empty,380,194,476,271
13.jpg,1000,750,empty,476,195,561,271
13.jpg,1000,750,empty,551,192,636,268
13.jpg,1000,750,empty,634,191,719,267
13.jpg,1000,750,empty,720,195,805,271
13.jpg,1000,750,empty,793,194,873,265
13.jpg,1000,750,empty,869,195,949,266
13.jpg,1000,750,empty,602,106,675,175
13.jpg,1000,750,empty,529,105,602,174
13.jpg,1000,750,empty,452,104,525,173
13.jpg,1000,750,empty,387,105,460,174
13.jpg,1000,750,empty,310,102,383,171
13.jpg,1000,750,empty,237,101,310,170
13.jpg,1000,750,empty,163,104,236,173
13.jpg,1000,750,empty,94,103,167,172
13.jpg,1000,750,empty,23,104,93,169
13.jpg,1000,750,empty,274,385,406,537
13.jpg,1000,750,empty,136,385,268,537
13.jpg,1000,750,empty,17,386,149,538
13.jpg,1000,750,empty,652,42,699,95
13.jpg,1000,750,empty,700,45,747,98
13.jpg,1000,750,empty,599,38,646,91
13.jpg,1000,750,empty,545,41,592,94
13.jpg,1000,750,empty,492,41,539,94
13.jpg,1000,750,empty,384,37,437,93
13.jpg,1000,750,empty,441,43,484,92
13.jpg,1000,750,empty,325,37,378,93
13.jpg,1000,750,empty,272,33,325,89
13.jpg,1000,750,empty,161,29,214,85
13.jpg,1000,750,empty,112,33,165,89
13.jpg,1000,750,empty,49,32,102,88
13.jpg,1000,750,empty,1,29,53,85
14.jpg,1000,750,occupied,409,336,554,528
14.jpg,1000,750,occupied,877,330,1000,509
14.jpg,1000,750,occupied,214,22,273,81
14.jpg,1000,750,occupied,740,31,810,91
14.jpg,1000,750,occupied,1,92,24,157
14.jpg,1000,750,empty,282,378,411,540
14.jpg,1000,750,empty,132,380,277,541
14.jpg,1000,750,empty,23,380,156,537
14.jpg,1000,750,empty,647,188,723,275
14.jpg,1000,750,empty,725,187,801,274
14.jpg,1000,750,empty,798,184,874,271
14.jpg,1000,750,empty,876,184,952,271
14.jpg,1000,750,empty,555,191,638,274
14.jpg,1000,750,empty,469,190,555,274
14.jpg,1000,750,empty,384,188,476,274
14.jpg,1000,750,empty,291,191,389,276
14.jpg,1000,750,empty,208,196,303,278
14.jpg,1000,750,empty,126,193,221,275
14.jpg,1000,750,empty,39,191,134,273
14.jpg,1000,750,empty,1,198,52,276
14.jpg,1000,750,empty,30,99,93,171
14.jpg,1000,750,empty,92,97,165,170
14.jpg,1000,750,empty,166,100,243,171
14.jpg,1000,750,empty,245,98,322,169
14.jpg,1000,750,empty,320,100,397,171
14.jpg,1000,750,empty,389,103,466,174
14.jpg,1000,750,empty,467,112,529,171
14.jpg,1000,750,empty,522,107,596,169
14.jpg,1000,750,empty,596,101,671,167
14.jpg,1000,750,empty,661,103,736,169
14.jpg,1000,750,empty,725,103,800,169
14.jpg,1000,750,empty,792,103,856,169
14.jpg,1000,750,empty,864,106,928,172
14.jpg,1000,750,empty,923,106,987,172
14.jpg,1000,750,empty,99,39,152,85
14.jpg,1000,750,empty,44,38,97,84
14.jpg,1000,750,empty,159,39,212,85
14.jpg,1000,750,empty,274,37,327,83
14.jpg,1000,750,empty,331,36,384,82
14.jpg,1000,750,empty,385,42,438,88
14.jpg,1000,750,empty,439,40,492,86
14.jpg,1000,750,empty,491,40,544,86
14.jpg,1000,750,empty,547,41,600,87
14.jpg,1000,750,empty,598,40,651,86
14.jpg,1000,750,empty,646,42,699,88
14.jpg,1000,750,empty,698,43,751,89
14.jpg,1000,750,empty,895,53,943,93
14.jpg,1000,750,empty,942,54,990,94
14.jpg,1000,750,empty,940,52,988,92
15.jpg,1000,750,occupied,406,338,544,530
15.jpg,1000,750,occupied,1,347,126,549
15.jpg,1000,750,occupied,874,328,1000,501
15.jpg,1000,750,occupied,938,171,1000,255
15.jpg,1000,750,occupied,742,32,806,92
15.jpg,1000,750,occupied,492,29,549,87
15.jpg,1000,750,occupied,216,25,273,83
15.jpg,1000,750,empty,120,377,268,537
15.jpg,1000,750,empty,259,369,407,529
15.jpg,1000,750,empty,28,189,111,279
15.jpg,1000,750,empty,122,188,205,278
15.jpg,1000,750,empty,216,188,302,279
15.jpg,1000,750,empty,308,192,394,283
15.jpg,1000,750,empty,392,192,478,283
15.jpg,1000,750,empty,470,190,556,281
15.jpg,1000,750,empty,555,190,641,281
15.jpg,1000,750,empty,636,190,722,281
15.jpg,1000,750,empty,719,189,805,280
15.jpg,1000,750,empty,797,187,883,278
15.jpg,1000,750,empty,858,187,944,278
15.jpg,1000,750,empty,24,112,102,172
15.jpg,1000,750,empty,92,107,170,167
15.jpg,1000,750,empty,168,111,246,171
15.jpg,1000,750,empty,241,109,319,169
15.jpg,1000,750,empty,312,114,390,174
15.jpg,1000,750,empty,386,109,464,169
15.jpg,1000,750,empty,461,112,539,172
15.jpg,1000,750,empty,527,107,605,167
15.jpg,1000,750,empty,597,107,675,167
15.jpg,1000,750,empty,675,108,753,168
15.jpg,1000,750,empty,747,109,814,167
15.jpg,1000,750,empty,795,109,862,167
15.jpg,1000,750,empty,854,112,921,170
15.jpg,1000,750,empty,915,112,982,170
15.jpg,1000,750,empty,596,47,644,89
15.jpg,1000,750,empty,646,42,704,89
15.jpg,1000,750,empty,690,41,748,88
15.jpg,1000,750,empty,543,39,601,86
15.jpg,1000,750,empty,443,40,493,88
15.jpg,1000,750,empty,383,38,444,88
15.jpg,1000,750,empty,325,40,386,90
15.jpg,1000,750,empty,269,37,330,87
15.jpg,1000,750,empty,167,37,218,85
15.jpg,1000,750,empty,112,35,163,83
15.jpg,1000,750,empty,55,36,106,84
15.jpg,1000,750,empty,1,37,51,85
15.jpg,1000,750,empty,897,42,943,89
15.jpg,1000,750,empty,945,43,991,90
15.jpg,1000,750,occupied,1,95,29,164
16.jpg,1000,750,occupied,399,373,514,550
16.jpg,1000,750,occupied,636,358,778,537
16.jpg,1000,750,occupied,762,349,925,543
16.jpg,1000,750,occupied,911,359,1000,543
16.jpg,1000,750,occupied,249,366,389,547
16.jpg,1000,750,occupied,101,365,247,545
16.jpg,1000,750,occupied,1,361,123,540
16.jpg,1000,750,occupied,605,177,695,269
16.jpg,1000,750,occupied,514,175,604,267
16.jpg,1000,750,occupied,428,174,518,266
16.jpg,1000,750,occupied,339,177,429,270
16.jpg,1000,750,occupied,256,177,346,270
16.jpg,1000,750,occupied,153,167,246,268
16.jpg,1000,750,occupied,80,168,170,263
16.jpg,1000,750,occupied,1,165,89,259
16.jpg,1000,750,occupied,78,99,151,182
16.jpg,1000,750,occupied,10,96,83,179
16.jpg,1000,750,occupied,429,97,502,180
16.jpg,1000,750,occupied,506,88,584,175
16.jpg,1000,750,occupied,725,101,803,188
16.jpg,1000,750,occupied,613,40,670,96
16.jpg,1000,750,empty,510,377,643,542
16.jpg,1000,750,empty,686,196,768,284
16.jpg,1000,750,empty,761,190,843,278
16.jpg,1000,750,empty,839,190,925,279
16.jpg,1000,750,empty,912,188,998,277
16.jpg,1000,750,empty,152,104,234,173
16.jpg,1000,750,empty,228,105,310,174
16.jpg,1000,750,empty,292,107,374,176
16.jpg,1000,750,empty,354,103,436,172
16.jpg,1000,750,empty,16,53,61,98
16.jpg,1000,750,empty,78,47,128,94
16.jpg,1000,750,empty,127,48,177,95
16.jpg,1000,750,empty,179,50,238,99
16.jpg,1000,750,empty,231,49,290,98
16.jpg,1000,750,empty,289,51,348,100
16.jpg,1000,750,empty,344,48,403,97
16.jpg,1000,750,empty,392,49,451,98
16.jpg,1000,750,empty,447,47,506,96
16.jpg,1000,750,empty,499,45,558,94
16.jpg,1000,750,empty,662,50,721,99
16.jpg,1000,750,empty,717,50,776,99
16.jpg,1000,750,empty,782,50,833,97
16.jpg,1000,750,empty,828,51,879,98
16.jpg,1000,750,empty,875,51,926,98
16.jpg,1000,750,empty,922,49,985,99
16.jpg,1000,750,empty,920,47,983,97
17.jpg,1000,750,occupied,154,166,245,268
17.jpg,1000,750,occupied,440,104,503,177
17.jpg,1000,750,occupied,613,41,670,91
17.jpg,1000,750,occupied,1,374,120,546
17.jpg,1000,750,empty,248,192,346,278
17.jpg,1000,750,empty,330,195,428,281
17.jpg,1000,750,empty,422,197,520,283
17.jpg,1000,750,empty,506,193,604,279
17.jpg,1000,750,empty,587,195,685,281
17.jpg,1000,750,empty,673,192,771,278
17.jpg,1000,750,empty,766,194,864,280
17.jpg,1000,750,empty,836,194,934,280
17.jpg,1000,750,empty,929,201,1000,281
17.jpg,1000,750,empty,768,391,894,542
17.jpg,1000,750,empty,874,388,1000,539
17.jpg,1000,750,empty,642,386,768,537
17.jpg,1000,750,empty,513,387,639,538
17.jpg,1000,750,empty,385,386,511,537
17.jpg,1000,750,empty,253,385,394,536
17.jpg,1000,750,empty,120,388,261,539
17.jpg,1000,750,empty,77,200,160,272
17.jpg,1000,750,empty,6,199,89,271
17.jpg,1000,750,empty,576,122,647,181
17.jpg,1000,750,empty,652,122,723,181
17.jpg,1000,750,empty,723,121,794,180
17.jpg,1000,750,empty,793,122,864,181
17.jpg,1000,750,empty,864,122,935,181
17.jpg,1000,750,empty,928,119,1000,178
17.jpg,1000,750,empty,502,119,574,177
17.jpg,1000,750,empty,358,116,437,178
17.jpg,1000,750,empty,300,114,365,176
17.jpg,1000,750,empty,233,110,298,172
17.jpg,1000,750,empty,163,110,228,172
17.jpg,1000,750,empty,100,109,165,171
17.jpg,1000,750,empty,38,112,103,174
17.jpg,1000,750,empty,446,54,507,99
17.jpg,1000,750,empty,388,55,449,100
17.jpg,1000,750,empty,337,54,398,99
17.jpg,1000,750,empty,279,54,340,99
17.jpg,1000,750,empty,227,51,288,96
17.jpg,1000,750,empty,173,53,234,98
17.jpg,1000,750,empty,117,51,178,96
17.jpg,1000,750,empty,60,51,121,96
17.jpg,1000,750,empty,496,53,557,98
17.jpg,1000,750,empty,1,50,61,95
17.jpg,1000,750,empty,666,52,727,97
17.jpg,1000,750,empty,712,53,773,98
17.jpg,1000,750,empty,765,53,826,98
17.jpg,1000,750,empty,832,51,893,96
17.jpg,1000,750,empty,884,55,945,100
17.jpg,1000,750,empty,944,59,991,98
18.jpg,1000,750,occupied,154,163,252,266
18.jpg,1000,750,occupied,1,160,98,263
18.jpg,1000,750,occupied,1,373,121,549
18.jpg,1000,750,occupied,435,104,509,179
18.jpg,1000,750,occupied,615,37,667,91
18.jpg,1000,750,occupied,876,42,943,96
18.jpg,1000,750,empty,141,383,275,542
18.jpg,1000,750,empty,254,383,388,542
18.jpg,1000,750,empty,387,381,521,540
18.jpg,1000,750,empty,519,380,653,539
18.jpg,1000,750,empty,641,378,775,537
18.jpg,1000,750,empty,769,379,903,538
18.jpg,1000,750,empty,905,385,1000,540
18.jpg,1000,750,empty,925,206,1000,290
18.jpg,1000,750,empty,849,201,929,284
18.jpg,1000,750,empty,767,198,856,283
18.jpg,1000,750,empty,677,193,766,278
18.jpg,1000,750,empty,593,194,682,279
18.jpg,1000,750,empty,505,194,594,279
18.jpg,1000,750,empty,418,198,507,283
18.jpg,1000,750,empty,331,197,420,282
18.jpg,1000,750,empty,254,197,343,282
18.jpg,1000,750,empty,88,184,158,269
18.jpg,1000,750,empty,507,114,577,179
18.jpg,1000,750,empty,578,115,648,180
18.jpg,1000,750,empty,654,113,724,178
18.jpg,1000,750,empty,718,114,788,179
18.jpg,1000,750,empty,789,114,859,179
18.jpg,1000,750,empty,864,116,934,181
18.jpg,1000,750,empty,930,116,1000,181
18.jpg,1000,750,empty,367,113,437,178
18.jpg,1000,750,empty,293,113,363,178
18.jpg,1000,750,empty,228,109,298,174
18.jpg,1000,750,empty,168,110,238,175
18.jpg,1000,750,empty,20,108,90,173
18.jpg,1000,750,empty,88,106,158,171
18.jpg,1000,750,empty,397,48,450,99
18.jpg,1000,750,empty,450,49,503,100
18.jpg,1000,750,empty,505,47,558,98
18.jpg,1000,750,empty,552,44,605,95
18.jpg,1000,750,empty,667,44,720,95
18.jpg,1000,750,empty,719,49,772,100
18.jpg,1000,750,empty,779,52,832,103
18.jpg,1000,750,empty,829,55,882,106
18.jpg,1000,750,empty,342,56,395,107
18.jpg,1000,750,empty,279,54,340,105
18.jpg,1000,750,empty,238,58,278,106
18.jpg,1000,750,empty,175,57,233,107
18.jpg,1000,750,empty,117,57,175,107
18.jpg,1000,750,empty,62,53,120,103
18.jpg,1000,750,empty,5,56,63,106
18.jpg,1000,750,empty,3,54,61,104
19.jpg,1000,750,occupied,394,381,509,551
19.jpg,1000,750,occupied,246,379,376,549
19.jpg,1000,750,occupied,108,369,245,540
19.jpg,1000,750,occupied,1,370,112,541
19.jpg,1000,750,occupied,767,361,942,540
19.jpg,1000,750,occupied,341,177,427,273
19.jpg,1000,750,occupied,256,176,342,272
19.jpg,1000,750,occupied,147,164,244,270
19.jpg,1000,750,occupied,1,160,97,266
19.jpg,1000,750,occupied,433,104,508,177
19.jpg,1000,750,occupied,612,38,667,93
19.jpg,1000,750,occupied,875,43,942,98
19.jpg,1000,750,empty,508,384,653,544
19.jpg,1000,750,empty,618,381,763,541
19.jpg,1000,750,empty,426,195,513,286
19.jpg,1000,750,empty,511,194,598,285
19.jpg,1000,750,empty,597,195,684,286
19.jpg,1000,750,empty,681,196,768,287
19.jpg,1000,750,empty,760,200,847,291
19.jpg,1000,750,empty,845,200,932,291
19.jpg,1000,750,empty,926,202,1000,290
19.jpg,1000,750,empty,82,192,162,273
19.jpg,1000,750,empty,505,118,580,180
19.jpg,1000,750,empty,578,117,653,179
19.jpg,1000,750,empty,650,119,725,181
19.jpg,1000,750,empty,720,119,795,181
19.jpg,1000,750,empty,786,117,861,179
19.jpg,1000,750,empty,851,114,926,176
19.jpg,1000,750,empty,921,117,996,179
19.jpg,1000,750,empty,352,109,431,172
19.jpg,1000,750,empty,289,113,368,176
19.jpg,1000,750,empty,229,111,308,174
19.jpg,1000,750,empty,156,111,225,174
19.jpg,1000,750,empty,93,110,162,173
19.jpg,1000,750,empty,14,112,83,175
19.jpg,1000,750,empty,447,53,508,103
19.jpg,1000,750,empty,501,50,562,100
19.jpg,1000,750,empty,662,49,723,99
19.jpg,1000,750,empty,713,58,774,108
19.jpg,1000,750,empty,775,58,836,108
19.jpg,1000,750,empty,389,50,450,100
19.jpg,1000,750,empty,342,56,392,105
19.jpg,1000,750,empty,283,59,347,106
19.jpg,1000,750,empty,225,58,289,105
19.jpg,1000,750,empty,165,60,229,107
19.jpg,1000,750,empty,115,59,179,106
19.jpg,1000,750,empty,49,67,113,114
19.jpg,1000,750,empty,1,66,46,108
2.jpg,1000,750,empty,509,194,606,271
2.jpg,1000,750,empty,596,192,696,271
2.jpg,1000,750,empty,684,189,790,267
2.jpg,1000,750,empty,7,185,92,245
2.jpg,1000,750,empty,427,186,520,265
2.jpg,1000,750,empty,866,175,964,263
2.jpg,1000,750,empty,669,102,733,170
2.jpg,1000,750,empty,596,101,667,169
2.jpg,1000,750,empty,518,100,593,167
2.jpg,1000,750,empty,447,100,522,167
2.jpg,1000,750,empty,376,98,451,165
2.jpg,1000,750,empty,306,96,381,163
2.jpg,1000,750,empty,234,99,309,166
2.jpg,1000,750,empty,167,98,242,165
2.jpg,1000,750,empty,415,43,470,90
2.jpg,1000,750,empty,471,44,526,91
2.jpg,1000,750,empty,518,42,573,89
2.jpg,1000,750,empty,634,39,689,86
2.jpg,1000,750,empty,687,37,742,84
2.jpg,1000,750,empty,738,38,793,85
2.jpg,1000,750,empty,873,40,928,87
2.jpg,1000,750,empty,800,39,855,86
2.jpg,1000,750,empty,143,42,202,86
2.jpg,1000,750,empty,98,38,148,85
2.jpg,1000,750,empty,48,39,98,86
2.jpg,1000,750,empty,1,41,51,88
2.jpg,1000,750,empty,256,42,306,83
2.jpg,1000,750,occupied,107,325,250,514
2.jpg,1000,750,occupied,1,318,117,509
2.jpg,1000,750,occupied,492,343,642,533
2.jpg,1000,750,occupied,638,339,788,529
2.jpg,1000,750,occupied,779,336,929,526
2.jpg,1000,750,occupied,909,353,1000,524
2.jpg,1000,750,occupied,783,165,875,270
2.jpg,1000,750,occupied,349,154,441,259
2.jpg,1000,750,occupied,259,155,348,255
2.jpg,1000,750,occupied,178,152,267,252
2.jpg,1000,750,occupied,88,171,178,257
2.jpg,1000,750,occupied,90,95,173,171
2.jpg,1000,750,occupied,192,30,259,85
2.jpg,1000,750,occupied,946,85,1000,159
2.jpg,1000,750,empty,729,96,814,165
2.jpg,1000,750,empty,804,98,879,163
2.jpg,1000,750,empty,874,96,955,161
20.jpg,1000,750,occupied,247,227,393,417
20.jpg,1000,750,occupied,505,254,647,450
20.jpg,1000,750,empty,136,261,259,401
20.jpg,1000,750,empty,29,248,152,388
20.jpg,1000,750,empty,70,61,149,150
20.jpg,1000,750,empty,1,52,79,141
20.jpg,1000,750,empty,1,545,318,685
20.jpg,1000,750,empty,308,583,673,733
21.jpg,1000,750,occupied,253,223,391,418
21.jpg,1000,750,occupied,502,255,640,450
21.jpg,1000,750,empty,27,238,154,391
21.jpg,1000,750,empty,133,251,260,404
21.jpg,1000,750,empty,61,66,143,156
21.jpg,1000,750,empty,1,54,82,144
22.jpg,1000,750,occupied,250,222,393,412
22.jpg,1000,750,occupied,504,257,647,447
22.jpg,1000,750,empty,133,250,270,407
22.jpg,1000,750,empty,24,235,161,392
22.jpg,1000,750,empty,57,61,144,155
22.jpg,1000,750,empty,1,55,87,149
23.jpg,1000,750,occupied,946,251,1000,420
23.jpg,1000,750,empty,151,204,255,292
23.jpg,1000,750,empty,247,193,351,281
23.jpg,1000,750,empty,336,184,440,272
23.jpg,1000,750,empty,422,176,526,264
23.jpg,1000,750,empty,82,211,159,299
23.jpg,1000,750,empty,1,223,77,311
23.jpg,1000,750,empty,58,403,207,567
23.jpg,1000,750,empty,183,383,332,547
23.jpg,1000,750,empty,315,364,464,528
23.jpg,1000,750,empty,444,345,593,509
23.jpg,1000,750,empty,573,331,722,495
23.jpg,1000,750,empty,709,318,851,480
23.jpg,1000,750,empty,822,303,964,465
23.jpg,1000,750,empty,127,119,207,189
23.jpg,1000,750,empty,59,122,139,192
23.jpg,1000,750,empty,131,55,185,109
23.jpg,1000,750,empty,75,62,129,116
23.jpg,1000,750,empty,11,78,65,132
24.jpg,1000,750,occupied,943,253,1000,397
24.jpg,1000,750,empty,591,338,754,499
24.jpg,1000,750,empty,463,348,601,507
24.jpg,1000,750,empty,726,322,834,475
24.jpg,1000,750,empty,845,304,953,457
24.jpg,1000,750,empty,326,356,459,520
24.jpg,1000,750,empty,190,376,323,540
24.jpg,1000,750,empty,66,389,199,553
24.jpg,1000,750,empty,1,406,78,566
24.jpg,1000,750,empty,437,166,521,263
24.jpg,1000,750,empty,351,181,435,278
24.jpg,1000,750,empty,258,196,342,293
24.jpg,1000,750,empty,162,208,246,305
24.jpg,1000,750,empty,74,219,158,316
24.jpg,1000,750,empty,1,229,84,326
24.jpg,1000,750,empty,140,119,202,186
24.jpg,1000,750,empty,71,122,133,189
24.jpg,1000,750,empty,1,132,62,199
